市区町村名,イベント名,イベント名_カナ,イベント名_英語,カテゴリー,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,主催者,場所名称,住所,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,郵便番号,共催・協力,参加条件_詳細,駐車場_有無,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
江東区,こうとう防災学びの場〜多様性の視点を取り入れた災害への備え〜,コウトウボウサイマナビノバ〜タヨウセイノシテンヲトリイレタサイガイヘノソナエ〜,Kameido Tenjin chrysanthemum Festival,その他,2020-07-18,2020-07-18,14:00,16:00,神社境内は24時間入れます。,多様性の視点から災害時の課題と感染症対策を学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/7/17,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,中小企業管理職、リーダー、まとめ役,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,色とりどりの、わたしたち〜多様な性のあり方を尊重するために〜,イロトリドリノ、ワタシタチ〜タヨウナセイノアリカタヲソンチョウスルタメニ〜,Kameido Tenjin chrysanthemum Festival,その他,2020-07-26,2020-07-26,10:00,12:00,神社境内は24時間入れます。,LGBT当事者への理解を通して自身のバイアスに気づき、違いを尊重するためにできることを学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/7/25,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,中小企業管理職、リーダー、まとめ役,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,家族の時間をもっと楽しく！会話術としあわせごはん（第1回）,カゾクノジカンヲモットタノシク！カイワジュツトシアワセゴハン,Kameido Tenjin chrysanthemum Festival,その他,2020-08-22,2020-08-22,10:00,12:00,神社境内は24時間入れます。,家族との会話が増える中、お互いのコミュニケーションのギャップについて考える講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/8/21,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,男性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,こどもの虐待〜被害者にさせない、加害者にならないためにできること〜,コドモノギャクタイ〜ヒガイシャニサセナイ、カガイシャニナラナイタメニデキルコト〜,Kameido Tenjin chrysanthemum Festival,その他,2020-08-26,2020-08-26,19:00,21:00,神社境内は24時間入れます。,こどもへの虐待の背景を学び、できることを考える講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/8/25,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,男性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,家族の時間をもっと楽しく！会話術としあわせごはん（第2回）,カゾクノジカンヲモットタノシク！カイワジュツトシアワセゴハン,Kameido Tenjin chrysanthemum Festival,その他,2020-08-29,2020-08-29,10:00,12:30,神社境内は24時間入れます。,家にある食材で家族の会話が弾む料理に挑戦,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/8/21,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,男性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,傷ついた心のケア講座,キズツイタココロノケアコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-09-13,2020-09-13,14:00,16:00,神社境内は24時間入れます。,夫や恋人からのDVやモラルハラスメントなどで傷ついた女性とそのような方の力になりたい女性のための講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/9/12,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,教えて！今ドキ思春期のリアルと性教育,オシエテ！イマドキシシュンキノリアルトセイキョウイク,Kameido Tenjin chrysanthemum Festival,その他,2020-09-22,2020-09-22,14:00,16:00,神社境内は24時間入れます。,思春期を迎えるこどもの性について、現在の性事情について知り、トラブルからこども達を守るために大人ができることを学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区文化センター,江東区東陽4-11-3,35.67273,139.818473,東京メトロ東西線東陽町駅徒歩5分,無,18,2020/9/21,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,思春期のこどもがいる保護者,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,準備は大丈夫？育休中に話しておこう！パパとママのための育休復帰講座（第1回）,ジュンビハダイジョウブ？イクキュウチュウニハナシテオコウ！パパトママノタメノイクキュウフッキコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-09-27,2020-09-27,14:00,16:00,神社境内は24時間入れます。,育休復帰の前に復帰後のスケジュール、職場や家庭でのコミュニケーションを学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区立小松橋区民館,江東区扇橋2-1-5,35.682687,139.814261,都バス扇橋二丁目バス停徒歩3分,無,20,2020/9/26,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,育休中、育休予定の方とそのパートナー,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,女性のための離婚の法律講座〜シングルマザーになる前に〜,ジョセイノタメノリコンノホウリツコウザ〜シングルマザーニナルマエニ〜,Kameido Tenjin chrysanthemum Festival,教育,2020-10-03,2020-10-03,10:00,12:00,神社境内は24時間入れます。,離婚を考えている女性で未成年のこどもがいる方のための講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/10/2,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,準備は大丈夫？育休中に話しておこう！パパとママのための育休復帰講座（第2回）,ジュンビハダイジョウブ？イクキュウチュウニハナシテオコウ！パパトママノタメノイクキュウフッキコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-10-04,2020-10-04,14:00,16:00,神社境内は24時間入れます。,育休復帰の前に復帰後のスケジュール、職場や家庭でのコミュニケーションを学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区立小松橋区民館,江東区扇橋2-1-5,35.682687,139.814261,都バス扇橋二丁目バス停徒歩3分,無,20,2020/9/26,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,育休中、育休予定の方とそのパートナー,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,チーム力を引き出す！女性リーダーシップセミナー（第1回）,チームリョクヲヒキダス！ジョセイリーダーシップセミナー,Kameido Tenjin chrysanthemum Festival,教育,2020-10-11,2020-10-11,14:00,16:00,神社境内は24時間入れます。,地域や職場など、様々な活動でリーダーを務めている方や、これからリーダーの役割を担う方向けのセミナー,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/10/10,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,人生を豊かにする♪60代からのわたしの仕事とライフプラン講座,ジンセイヲユタカニスルオンプ60ダイカラノワタシノシゴトトライフプランコウザ,Kameido Tenjin chrysanthemum Festival,スポーツ,2020-10-15,2020-10-15,10:00,12:00,神社境内は24時間入れます。,60代からの仕事や収入について中長期的なライフプランを考える講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/10/14,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,60代以上の女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,チーム力を引き出す！女性リーダーシップセミナー（第2回）,チームリョクヲヒキダス！ジョセイリーダーシップセミナー,Kameido Tenjin chrysanthemum Festival,教育,2020-10-18,2020-10-18,14:00,16:00,神社境内は24時間入れます。,地域や職場など、様々な活動でリーダーを務めている方や、これからリーダーの役割を担う方向けのセミナー,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/10/10,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,女性のための防犯護身術講座,ジョセイノタメノボウハンゴシンジュツコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-10-21,2020-10-21,14:00,15:30,神社境内は24時間入れます。,女性が犯罪に遭いやすい状況や場所、巧妙化する詐欺の脅威など気を付けておくべき防犯の基礎知識を学ぶ講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,20,2020/10/20,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,毎週木曜日開催・新型コロナウイルスの影響により中止,135-0011,江東区立辰巳中学校,高校生以上の女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,ふつうって何だろう？多様な性のかたち,フツウッテナンダロウ？タヨウナセイノカタチ,Kameido Tenjin chrysanthemum Festival,その他,2020-10-21,2020-10-21,13:30,14:20,神社境内は24時間入れます。,性の多様性を理解するための中学生対象の出前講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区立有明中学校,江東区有明2-10-1,35.640291,139.796122,東京臨海高速鉄道りんかい線東雲駅徒歩10分・ゆりかもめ有明テニスの森徒歩10分,無,108,2020/10/20,21:00,なし,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0063,江東区立有明中学校,江東区立有明中学校1年生,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,どう生きる自分！〜性別にとらわれない進路選択〜,ドウイキルジブン！〜セイベツニトラワレナイシンロセンタク〜,Kameido Tenjin chrysanthemum Festival,その他,2020-10-22,2020-10-22,13:30,15:00,神社境内は24時間入れます。,性別にとらわれない進路選択を考える中学生対象の出前講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区立深川第四中学校,江東区千石1-12-12,35.678622,139.812922,東京臨海高速鉄道りんかい線東雲駅徒歩10分・ゆりかもめ有明テニスの森徒歩10分,無,134,2020/10/20,21:00,なし,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0015,江東区立深川第四中学校,江東区立深川第四中学校2年生,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,2020男女共同参画フォーラム,2020ダンジョキョウドウサンカクフォーラム,Kameido Tenjin chrysanthemum Festival,その他,2020-10-25,2020-10-25,10:00,16:00,神社境内は24時間入れます。,男女共同参画の視点を持って地域で活動する学習団体の活動発表・講座開催・区民交流の場、今年度は７つの講座・企画を開催,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,141,2020/10/24,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/055201/kurashi/jinken/danjo/center/forum/forumannai.html,No.13が延期になったもの,135-0011,江東区立深川第四中学校,江東区立深川第四中学校2年生,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,爽やかに「ノー」と言おう！自分も相手も大切にするコミュニケーション講座（第1回）,サワヤカニ「ノー」トイオウ！ジブンモアイテモタイセツニスルコミュニケーションコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-11-12,2020-11-12,10:00,12:00,神社境内は24時間入れます。,相手を尊重しながら自分の気持ちを素直に伝えるコミュニケーション講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/11/11,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,No.13が延期になったもの,135-0011,江東区立深川第四中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,爽やかに「ノー」と言おう！自分も相手も大切にするコミュニケーション講座（第2回）,サワヤカニ「ノー」トイオウ！ジブンモアイテモタイセツニスルコミュニケーションコウザ,Kameido Tenjin chrysanthemum Festival,教育,2020-11-19,2020-11-19,10:00,12:00,神社境内は24時間入れます。,相手を尊重しながら自分の気持ちを素直に伝えるコミュニケーション講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/11/11,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,No.13が延期になったもの,135-0011,江東区立深川第四中学校,女性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,どう生きる自分！〜性別にとらわれない進路選択〜,ドウイキルジブン！〜セイベツニトラワレナイシンロセンタク〜,Kameido Tenjin chrysanthemum Festival,その他,2020-11-27,2020-11-27,14:30,15:20,神社境内は24時間入れます。,性別にとらわれない進路選択を考える中学生対象の出前講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区立第四砂町中学校,江東区北砂5-20-17,35.684711,139.831599,都営新宿線大島駅徒歩10分・都営新宿線西大島駅徒歩10分・都バス北砂五丁目団地バス停徒歩1分・北砂三丁目バス停徒歩7分,無,69,2020/11/11,21:00,なし,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,136-0073,江東区立第四砂町中学校,江東区立第四砂町中学校1年生,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,家族をまるごと笑顔に！パパのハッピー子育て講座〜コミュニケーション＆寝かしつけ〜（第1回）,カゾクヲマルゴトエガオニ！パパノハッピーコソダテコウザ〜コミュニケーション＆ネカシツケ〜,Kameido Tenjin chrysanthemum Festival,教育,2020-11-28,2020-11-28,10:00,12:00,神社境内は24時間入れます。,子育ての楽しさやママとの向き合い方を学ぶ子育てパパのワークショップ,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/11/27,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0011,江東区立第四砂町中学校,6か月〜3歳未満のこどもをもつ男性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,家族をまるごと笑顔に！パパのハッピー子育て講座〜コミュニケーション＆寝かしつけ〜（第2回）,カゾクヲマルゴトエガオニ！パパノハッピーコソダテコウザ〜コミュニケーション＆ネカシツケ〜,Kameido Tenjin chrysanthemum Festival,教育,2020-12-05,2020-12-05,10:00,12:00,神社境内は24時間入れます。,こどもの眠りの仕組みや寝かしつけのポイントを学ぶ子育てパパのための講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/11/27,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0011,江東区立第四砂町中学校,6か月〜3歳未満のこどもをもつ男性,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,タイムマネジメント研修〜人と企業を成長に導く時間管理術〜,タイムマネジメントケンシュウ〜ヒトトキギョウヲセイチョウニミチビクジカンカンリジュツ〜,Kameido Tenjin chrysanthemum Festival,教育,2020-12-09,2020-12-09,14:00,16:00,神社境内は24時間入れます。,時間を有効に使う働き方を実践する中小企業向け講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区文化センター,江東区東陽4-11-3,35.67273,139.818473,東京メトロ東西線東陽町駅徒歩5分,無,18,2020/12/8,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0011,江東区立第四砂町中学校,中小企業管理職、リーダー、まとめ役,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,『こどもお料理団』料理を科学しよう〜知らなかった！塩の秘密〜,「コドモオリョウリダン」リョウリヲカガクシヨウ〜シラナカッタ！シオノヒミツ〜,Kameido Tenjin chrysanthemum Festival,その他,2020-12-12,2020-12-12,10:00,12:30,神社境内は24時間入れます。,料理を科学の視点から学び、女子の科学技術への興味、男子の家事への興味を伸ばす講座,0,0,江東区男女共同参画推進センター,(03)5683-0341,江東区男女共同参画推進センター,江東区男女共同参画推進センター,江東区扇橋3-22-2,35.684018,139.820299,都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分,無,16,2020/11/24,21:00,電話、窓口、ホームページ,https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html,授業の一環として実施するため、一般には募集しない,135-0011,江東区立第四砂町中学校,小学校4年生〜6年生,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
